ImageID,SentenceNo,Entity1,Relation,Entity2,Entity1ID,Entity2ID,Answer
4859170265,0,a public space,is holding,balloons,/EN#211903/scene,/EN#211902/other,0
4859170265,1,public,holding,a bunch of multicolored balloons,/EN#211903/scene,/EN#211902/other,0
4859170265,0,one,and,the other,/EN#211905/other,/EN#211906/other,0
4859170265,0,one,is holding,balloons,/EN#211905/other,/EN#211902/other,0
4859170265,1,one,holding,a bunch of multicolored balloons,/EN#211905/other,/EN#211902/other,0
4859170265,0,the other,is holding,balloons,/EN#211906/other,/EN#211902/other,0
4859170265,1,the other,holding,a bunch of multicolored balloons,/EN#211906/other,/EN#211902/other,1
4859170265,1,Two blond females,handing out,fliers,/EN#211901/people,/EN#211904/people,0
4859170265,2,A blond woman,hands out,fliers,/EN#211901/people,/EN#211904/people,1
4859170265,3,Two blonds,are passing out,fliers,/EN#211901/people,/EN#211904/people,1
4859170265,1,fliers,holding,a bunch of multicolored balloons,/EN#211904/people,/EN#211902/other,0
4859170265,2,fliers,holds,a bouquet of balloons,/EN#211904/people,/EN#211902/other,0
4859170265,3,fliers,and,balloons,/EN#211904/people,/EN#211902/other,0
2612125121,0,a middle-aged white man,is sitting and painting,a portrait of someone,/EN#61521/people,/EN#61533/people,0
2612125121,1,A man,&#44; is painting,the picture of a boy,/EN#61521/people,/EN#61533/people,0
2612125121,2,Several people,watching,a cartoonist,/EN#61522/people,/EN#61521/people,0
2612125121,3,A crowd,watches as,a woman,/EN#61522/people,/EN#61521/people,0
3134644844,0,A man,with,a guitar,/EN#95875/people,/EN#95875/instruments,1
3134644844,1,A man,is playing,a guitar,/EN#95875/people,/EN#95875/instruments,1
3134644844,2,A man,is playing,the guitar,/EN#95875/people,/EN#95875/instruments,1
3134644844,3,A man,plays,a guitar,/EN#95875/people,/EN#95875/instruments,1
3134644844,4,A man,plays,guitar,/EN#95875/people,/EN#95875/instruments,1
3134644844,0,A man,playing to,an ill little girl,/EN#95875/people,/EN#95876/people,0
3134644844,1,A man,for,a little girl,/EN#95875/people,/EN#95876/people,0
3134644844,2,A man,for,a child,/EN#95875/people,/EN#95876/people,0
3134644844,3,A man,for,a sick child,/EN#95875/people,/EN#95876/people,0
3134644844,4,A man,for,a girl,/EN#95875/people,/EN#95876/people,0
3134644844,0,A man,in,a hospital bed,/EN#95875/people,/EN#95879/other,0
3134644844,0,a guitar,playing to,an ill little girl,/EN#95875/instruments,/EN#95876/people,1
3134644844,1,a guitar,for,a little girl,/EN#95875/instruments,/EN#95876/people,0
3134644844,2,the guitar,for,a child,/EN#95875/instruments,/EN#95876/people,0
3134644844,3,a guitar,for,a sick child,/EN#95875/instruments,/EN#95876/people,0
3134644844,4,guitar,for,a girl,/EN#95875/instruments,/EN#95876/people,0
3134644844,0,a guitar,in,a hospital bed,/EN#95875/instruments,/EN#95879/other,0
3134644844,2,the guitar,in,a hospital bed,/EN#95875/instruments,/EN#95879/other,0
3134644844,0,an ill little girl,in,a hospital bed,/EN#95876/people,/EN#95879/other,0
3134644844,2,a child,in,a hospital bed,/EN#95876/people,/EN#95879/other,1
3134644844,1,A man,in,a hospital,/EN#95875/people,/EN#95878/scene,0
3134644844,4,A man,in,the hospital,/EN#95875/people,/EN#95878/scene,0
3134644844,1,a guitar,in,a hospital,/EN#95875/instruments,/EN#95878/scene,0
3134644844,4,guitar,in,the hospital,/EN#95875/instruments,/EN#95878/scene,0
3134644844,1,a little girl,in,a hospital,/EN#95876/people,/EN#95878/scene,1
3134644844,3,a sick child,in,a hospital,/EN#95876/people,/EN#95878/scene,1
3134644844,4,a girl,in,the hospital,/EN#95876/people,/EN#95878/scene,1
316298162,0,A group of men,are walking down,a park sidewalk,/EN#97495/people,/EN#97496/scene,0
316298162,3,A group of businessmen,walking down,the road,/EN#97495/people,/EN#97496/scene,1
316298162,4,A group of men,walking on,a tree-lined path,/EN#97495/people,/EN#97496/scene,1
5086989679,1,A man,&#44; wearing,makeup,/EN#228529/people,/EN#228530/bodyparts,0
5086989679,3,A gymnast,with,a painted face,/EN#228529/people,/EN#228530/bodyparts,1
5086989679,2,A man,with,creepy face paint,/EN#228529/people,/EN#228530/other,1
5086989679,4,An acrobat,with,face paint,/EN#228529/people,/EN#228530/other,1
1246863003,0,Three chefs,&#44; are preparing,food,/EN#6218/people,/EN#6221/other,0
1246863003,1,Three men,work quickly preparing,food,/EN#6218/people,/EN#6221/other,0
1246863003,3,Three men,are preparing,food,/EN#6218/people,/EN#6221/other,1
1246863003,0,Three chefs,in,a crowded kitchen,/EN#6218/people,/EN#6220/scene,0
1246863003,3,Three men,in,a kitchen,/EN#6218/people,/EN#6220/scene,0
1246863003,4,Three men,are cooking in,a large kitchen,/EN#6218/people,/EN#6220/scene,0
1246863003,0,food,in,a crowded kitchen,/EN#6221/other,/EN#6220/scene,0
1246863003,3,food,in,a kitchen,/EN#6221/other,/EN#6220/scene,0
1246863003,1,Three men,in,the kitchen of an upper-class Chinese restaurant,/EN#6218/people,/EN#6219/scene,0
1246863003,2,Workers,prepare,the restaurant,/EN#6218/people,/EN#6219/scene,0
2193001254,0,A man,wearing,a white cap,/EN#33299/people,/EN#33300/clothing,1
2193001254,3,A man,in,a white hat,/EN#33299/people,/EN#33300/clothing,1
2193001254,0,A man,at,a table,/EN#33299/people,/EN#33303/other,0
2193001254,2,A man,while sitting at,a table,/EN#33299/people,/EN#33303/other,0
2193001254,1,A man,sits and drinks,a drink,/EN#33299/people,/EN#33307/other,0
2193001254,2,A man,drinks from,a glass,/EN#33299/people,/EN#33307/other,1
2193001254,3,A man,takes,a drink,/EN#33299/people,/EN#33307/other,0
4283472819,0,A man,against,the top corner of a building,/EN#161528/people,/EN#161529/scene,0
4283472819,1,A man,near,a brick building,/EN#161528/people,/EN#161529/scene,0
4283472819,3,Male skier,launching off,the top of a snow covered roof,/EN#161528/people,/EN#161529/scene,1
4283472819,1,A man,using,ski gear,/EN#161528/people,/EN#161532/other,1
4283472819,2,A person,on,skis,/EN#161528/people,/EN#161532/other,1
4283472819,2,A person,near,a brick building,/EN#161528/people,/EN#161530/scene,0
4283472819,2,skis,near,a brick building,/EN#161532/other,/EN#161530/scene,0
1117972841,0,A brown dog,is running in,the sand,/EN#3014/animals,/EN#3015/other,0
1117972841,1,A brown dog,playing in,the sand,/EN#3014/animals,/EN#3015/other,1
1117972841,2,A dog,running fast in,the sand,/EN#3014/animals,/EN#3015/other,1
1117972841,4,A dog,is standing in,the sand,/EN#3014/animals,/EN#3015/other,0
48614561,2,The baby,cries while reaching out to,another baby,/EN#212349/people,/EN#212349/people,0
48614561,4,A baby,cries while,another baby,/EN#212349/people,/EN#212349/people,0
6232601127,0,The skilled potter,carefully molds and shapes,the large clay bowl,/EN#250680/people,/EN#250683/other,1
6232601127,4,A pottery maker,shaping,a new pot,/EN#250680/people,/EN#250683/other,1
6232601127,0,The skilled potter,spins on,the pedestal,/EN#250680/people,/EN#250684/other,0
6232601127,1,A man,on,his pottery wheel,/EN#250680/people,/EN#250684/other,0
6232601127,0,the large clay bowl,spins on,the pedestal,/EN#250683/other,/EN#250684/other,0
6232601127,2,a pot,on,a potter &#39;s wheel,/EN#250683/other,/EN#250684/other,0
6232601127,1,A man,is standing up and spinning,a piece of pottery,/EN#250680/people,/EN#250681/other,1
6232601127,3,An artist,creating,a pottery,/EN#250680/people,/EN#250681/other,1
269898428,0,A man,has put,a stuffed animal,/EN#66835/people,/EN#66837/animals,1
269898428,1,A person,to,a toy animal,/EN#66835/people,/EN#66837/animals,0
269898428,2,A man,is spinning,a stuffed animal,/EN#66835/people,/EN#66837/animals,0
269898428,3,A young man,spins,a stuffed animal,/EN#66835/people,/EN#66837/animals,0
269898428,4,A man,drills,his stuffed animal,/EN#66835/people,/EN#66837/animals,0
269898428,0,A man,on,an electric screwdriver,/EN#66835/people,/EN#66836/other,0
269898428,1,A person,with,an electric drill,/EN#66835/people,/EN#66836/other,1
269898428,2,A man,with,a screwdriver,/EN#66835/people,/EN#66836/other,0
269898428,3,A young man,around on,a drill,/EN#66835/people,/EN#66836/other,0
269898428,0,a stuffed animal,on,an electric screwdriver,/EN#66837/animals,/EN#66836/other,0
269898428,2,a stuffed animal,with,a screwdriver,/EN#66837/animals,/EN#66836/other,0
269898428,3,a stuffed animal,around on,a drill,/EN#66837/animals,/EN#66836/other,0
2113592981,0,A woman,in,the middle of a grassy field,/EN#29478/people,/EN#29479/scene,1
2113592981,1,An asian woman,in,a park,/EN#29478/people,/EN#29479/scene,0
2113592981,3,A girl,in,the middle of a city park,/EN#29478/people,/EN#29479/scene,0
1542970158,0,A man,stands on,scaffolding,/EN#15978/people,/EN#15979/other,0
1542970158,1,The man,stands on,the scaffolding,/EN#15978/people,/EN#15979/other,1
1542970158,2,A man,is standing on,red scaffolding,/EN#15978/people,/EN#15979/other,0
1542970158,3,Older male,standing on,scaffolding,/EN#15978/people,/EN#15979/other,0
1542970158,4,A man,is standing on,a builder,/EN#15978/people,/EN#15979/other,0
4743795506,0,A man,in,a white t-shirt,/EN#197875/people,/EN#197878/clothing,1
4743795506,1,A young man,in,a t-shirt,/EN#197875/people,/EN#197878/clothing,1
4743795506,3,The man,in,the white T-shirt,/EN#197875/people,/EN#197878/clothing,1
4743795506,0,A man,stands at,a podium,/EN#197875/people,/EN#197877/scene,1
4743795506,1,A young man,is speaking at,a podium,/EN#197875/people,/EN#197877/scene,1
4743795506,2,A man,is standing at,a podium,/EN#197875/people,/EN#197877/scene,0
4743795506,3,The man,is speaking at,a podium,/EN#197875/people,/EN#197877/scene,0
4743795506,4,A man,is standing behind,a podium,/EN#197875/people,/EN#197877/scene,0
4743795506,0,A man,while,another man,/EN#197875/people,/EN#197876/people,0
4743795506,1,A young man,while,another young man,/EN#197875/people,/EN#197876/people,0
4743795506,0,a white t-shirt,stands at,a podium,/EN#197878/clothing,/EN#197877/scene,0
4743795506,1,a t-shirt,is speaking at,a podium,/EN#197878/clothing,/EN#197877/scene,0
4743795506,3,the white T-shirt,is speaking at,a podium,/EN#197878/clothing,/EN#197877/scene,0
4743795506,0,a white t-shirt,while,another man,/EN#197878/clothing,/EN#197876/people,0
4743795506,1,a t-shirt,while,another young man,/EN#197878/clothing,/EN#197876/people,0
4743795506,0,a podium,while,another man,/EN#197877/scene,/EN#197876/people,0
4743795506,1,a podium,while,another young man,/EN#197877/scene,/EN#197876/people,0
1313961775,0,A young girl,in,water,/EN#8366/people,/EN#8366/scene,0
1313961775,1,a young girl,floating in,a lake,/EN#8366/people,/EN#8366/scene,0
1313961775,2,The little girl,in,the water,/EN#8366/people,/EN#8366/scene,0
1313961775,3,A girl,floats in,water,/EN#8366/people,/EN#8366/scene,1
1313961775,0,A young girl,over,her life jacket,/EN#8366/people,/EN#8367/clothing,0
1313961775,1,a young girl,wearing,a bulky red life jacket,/EN#8366/people,/EN#8367/clothing,1
1313961775,3,A girl,wearing,a life vest,/EN#8366/people,/EN#8367/clothing,1
1313961775,4,A girl,floating wearing,a life vest,/EN#8366/people,/EN#8367/clothing,1
1313961775,1,a bulky red life jacket,floating in,a lake,/EN#8367/clothing,/EN#8366/scene,1
1313961775,3,a life vest,floats in,water,/EN#8367/clothing,/EN#8366/scene,0
4005756399,0,A vendor,&#44; selling,such kid-friendly items,/EN#151675/people,/EN#151679/other,0
4005756399,1,A street vendor,with,lots of kids toys,/EN#151675/people,/EN#151679/other,0
4005756399,1,A street vendor,and,items,/EN#151675/people,/EN#151679/other,0
4005756399,3,A vendor,sells,souvenirs,/EN#151675/people,/EN#151679/other,1
4005756399,3,A vendor,and,trinkets,/EN#151675/people,/EN#151679/other,0
4005756399,4,Black man,sells,various toys,/EN#151675/people,/EN#151679/other,1
4005756399,0,A vendor,as,popular cartoon balloons,/EN#151675/people,/EN#151679/other,0
4005756399,0,A vendor,and,clear umbrellas,/EN#151675/people,/EN#151677/clothing,0
4005756399,2,A street vendor,next to,a stall of umbrellas,/EN#151675/people,/EN#151677/clothing,1
4005756399,0,A vendor,&#44; wheels,his stand,/EN#151675/people,/EN#151678/scene,0
4005756399,1,A street vendor,tends to,his stand,/EN#151675/people,/EN#151678/scene,0
4005756399,0,A vendor,around in,the streets,/EN#151675/people,/EN#151676/scene,0
4005756399,3,A vendor,on,a busy street,/EN#151675/people,/EN#151676/scene,0
4005756399,4,Black man,in,the street,/EN#151675/people,/EN#151676/scene,0
4005756399,0,such kid-friendly items,as,popular cartoon balloons,/EN#151679/other,/EN#151679/other,1
4005756399,1,lots of kids toys,and,items,/EN#151679/other,/EN#151679/other,0
4005756399,3,souvenirs,and,trinkets,/EN#151679/other,/EN#151679/other,0
4005756399,0,such kid-friendly items,around in,the streets,/EN#151679/other,/EN#151676/scene,0
4005756399,3,souvenirs,on,a busy street,/EN#151679/other,/EN#151676/scene,0
4005756399,3,trinkets,on,a busy street,/EN#151679/other,/EN#151676/scene,0
4005756399,4,various toys,in,the street,/EN#151679/other,/EN#151676/scene,0
4005756399,0,popular cartoon balloons,around in,the streets,/EN#151679/other,/EN#151676/scene,0
4844409798,0,a little boy,in,camouflage shorts,/EN#209860/people,/EN#209863/clothing,1
4844409798,3,A Toddler,&#44; and,gray short,/EN#209860/people,/EN#209863/clothing,0
4844409798,0,a little boy,walks along side,an adult,/EN#209860/people,/EN#209861/people,0
4844409798,1,A little boy,while walking with,a man,/EN#209860/people,/EN#209861/people,0
4844409798,3,A Toddler,waling with,his family,/EN#209860/people,/EN#209861/people,1
4844409798,4,A young boy,is walking next to,someone,/EN#209860/people,/EN#209861/people,0
4844409798,0,a little boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0
4844409798,1,A little boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0
4844409798,4,A young boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0
4844409798,0,camouflage shorts,walks along side,an adult,/EN#209863/clothing,/EN#209861/people,0
4844409798,3,gray short,waling with,his family,/EN#209863/clothing,/EN#209861/people,0
4844409798,0,an adult,in,a red shirt,/EN#209861/people,/EN#209862/clothing,1
4844409798,1,a man,in,a red shirt,/EN#209861/people,/EN#209862/clothing,0
4844409798,2,Man,in,red shirt,/EN#209861/people,/EN#209862/clothing,1
4844409798,4,someone,in,a red shirt,/EN#209861/people,/EN#209862/clothing,1
4970590451,0,A man,wearing,a colorful helmet,/EN#224556/people,/EN#224557/clothing,1
4970590451,1,A man,wearing,a bright &#44; multi-color helmet,/EN#224556/people,/EN#224557/clothing,0
4970590451,2,A motorcyclist,is sporting,a very colorful helmet,/EN#224556/people,/EN#224557/clothing,0
4970590451,3,A guy,is riding and has on,an interesting helmet,/EN#224556/people,/EN#224557/clothing,0
4970590451,4,A man,wearing,a helmet,/EN#224556/people,/EN#224557/clothing,1
2536995789,3,Workers,within,a stairwell,/EN#56185/people,/EN#56182/other,1
2536995789,4,Workmen,are working in,a stairwell,/EN#56185/people,/EN#56182/other,0
2230134548,0,A chef,is currently preparing,food,/EN#35528/people,/EN#35531/other,1
2230134548,1,a chef,preparing,food,/EN#35528/people,/EN#35531/other,0
2230134548,4,A man,cooks,food,/EN#35528/people,/EN#35531/other,1
2230134548,0,A chef,in,a kitchen,/EN#35528/people,/EN#35530/scene,0
2230134548,1,a chef,in,an outdoor kitchen,/EN#35528/people,/EN#35530/scene,1
2230134548,2,A man,cooking in,a restaurants kitchen,/EN#35528/people,/EN#35530/scene,1
2230134548,2,A man,in,a chef uniform,/EN#35528/people,/EN#35529/clothing,0
2230134548,4,A man,in,white clothing,/EN#35528/people,/EN#35529/clothing,0
1295719054,1,School children,running through,the play yard,/EN#7659/people,/EN#7660/scene,1
1295719054,2,Four young boys,are running down,a sidewalk,/EN#7659/people,/EN#7660/scene,0
1295719054,3,Four boys,run down,a stone paved sidewalk,/EN#7659/people,/EN#7660/scene,0
407815946,0,The man,carries,ears of corn,/EN#154489/people,/EN#154491/other,0
407815946,3,A man,carries,corn,/EN#154489/people,/EN#154491/other,0
407815946,0,The man,while out in,the corn field,/EN#154489/people,/EN#154490/scene,0
407815946,1,A man,working in,a cornfield,/EN#154489/people,/EN#154490/scene,0
407815946,3,A man,through,a field,/EN#154489/people,/EN#154490/scene,0
407815946,0,ears of corn,while out in,the corn field,/EN#154491/other,/EN#154490/scene,0
407815946,3,corn,through,a field,/EN#154491/other,/EN#154490/scene,0
4726677489,1,Several individuals,are walking along,a street,/EN#195894/people,/EN#195895/scene,0
4726677489,2,A group of people,walking along,a street,/EN#195894/people,/EN#195895/scene,0
4726677489,3,people,are walking down,the street,/EN#195894/people,/EN#195895/scene,0
2431723485,0,A girl,on,a bike,/EN#49066/people,/EN#49067/vehicles,1
2431723485,1,a woman,riding on,a bike,/EN#49066/people,/EN#49067/vehicles,0
2431723485,2,A woman,rides,her bike,/EN#49066/people,/EN#49067/vehicles,1
2431723485,0,A girl,and,a helmet,/EN#49066/people,/EN#49068/clothing,0
2431723485,1,a woman,wearing,a black helmet,/EN#49066/people,/EN#49068/clothing,1
2431723485,2,A woman,by,some trees,/EN#49066/people,/EN#49069/other,0
2431723485,3,A mountain biker,rides in,the woods,/EN#49066/people,/EN#49069/other,0
2431723485,4,a biker,bikes through,the woods,/EN#49066/people,/EN#49069/other,0
4686568156,0,A man,and,a woman,/EN#190703/people,/EN#190707/people,0
4686568156,1,Man,and,woman,/EN#190703/people,/EN#190707/people,0
4686568156,0,A man,wearing,a black jacket,/EN#190703/people,/EN#190705/clothing,1
4686568156,1,Man,in,black,/EN#190703/people,/EN#190705/clothing,0
4686568156,0,a woman,wearing,a black jacket,/EN#190707/people,/EN#190705/clothing,1
4686568156,1,woman,in,black,/EN#190707/people,/EN#190705/clothing,0
4686568156,1,black,stand close together on,the street,/EN#190705/clothing,/EN#190706/scene,0
4686568156,2,black,possibly about to kiss on,street,/EN#190705/clothing,/EN#190706/scene,0
688926797,0,A woman,showing,her pretty blue dress,/EN#260517/people,/EN#260518/clothing,1
688926797,1,A woman,in,a blue dress,/EN#260517/people,/EN#260518/clothing,1
688926797,3,A girl,in,a blue dress,/EN#260517/people,/EN#260518/clothing,1
688926797,2,A woman,is standing with,her hand,/EN#260517/people,/EN#260519/bodyparts,0
688926797,3,A girl,is standing with,her hand,/EN#260517/people,/EN#260519/bodyparts,0
688926797,2,A woman,on,her hip,/EN#260517/people,/EN#260520/bodyparts,0
688926797,3,A girl,on,her hip,/EN#260517/people,/EN#260520/bodyparts,0
688926797,2,a blue dress,is standing with,her hand,/EN#260518/clothing,/EN#260519/bodyparts,0
688926797,2,a blue dress,on,her hip,/EN#260518/clothing,/EN#260520/bodyparts,0
688926797,2,her hand,on,her hip,/EN#260519/bodyparts,/EN#260520/bodyparts,0
4759710534,0,A woman,is wearing,white clothing,/EN#199822/people,/EN#199825/clothing,0
4759710534,1,A woman,wearing,a white dress,/EN#199822/people,/EN#199825/clothing,1
4759710534,0,A woman,and has,a handbag,/EN#199822/people,/EN#199824/clothing,0
4759710534,1,A woman,and carrying,a floral purse,/EN#199822/people,/EN#199824/clothing,0
4759710534,2,A woman,is carrying,a purse,/EN#199822/people,/EN#199824/clothing,0
4759710534,0,A woman,;,her upper back,/EN#199822/people,/EN#199823/other,0
4759710534,1,A woman,on,her back,/EN#199822/people,/EN#199823/other,0
4759710534,0,A woman,(,possibly a fairy,/EN#199822/people,/EN#199823/other,0
4759710534,0,white clothing,and has,a handbag,/EN#199825/clothing,/EN#199824/clothing,0
4759710534,1,a white dress,and carrying,a floral purse,/EN#199825/clothing,/EN#199824/clothing,0
4759710534,0,white clothing,;,her upper back,/EN#199825/clothing,/EN#199823/other,0
4759710534,1,a white dress,on,her back,/EN#199825/clothing,/EN#199823/other,0
4759710534,0,white clothing,(,possibly a fairy,/EN#199825/clothing,/EN#199823/other,0
4759710534,0,a handbag,;,her upper back,/EN#199824/clothing,/EN#199823/other,0
4759710534,1,a floral purse,on,her back,/EN#199824/clothing,/EN#199823/other,0
4759710534,0,a handbag,(,possibly a fairy,/EN#199824/clothing,/EN#199823/other,0
4759710534,1,A woman,has,a large fairy tattoo,/EN#199822/people,/EN#199823/bodyparts,1
4759710534,2,A woman,with,a fairy tattoo,/EN#199822/people,/EN#199823/bodyparts,1
4759710534,3,A woman,with,a tattoo,/EN#199822/people,/EN#199823/bodyparts,1
4759710534,4,A woman,has,a tattoo,/EN#199822/people,/EN#199823/bodyparts,0
4759710534,1,a large fairy tattoo,on,her back,/EN#199823/bodyparts,/EN#199823/other,0
4759710534,2,a fairy tattoo,on,her back,/EN#199823/bodyparts,/EN#199823/other,1
4759710534,4,a tattoo,on,her back,/EN#199823/bodyparts,/EN#199823/other,1
6338704,0,Three people,cross,the street,/EN#253100/people,/EN#253102/scene,0
6338704,1,People,at,a crosswalk,/EN#253100/people,/EN#253102/scene,0
6338704,2,School children,at,a crosswalk,/EN#253100/people,/EN#253102/scene,0
6338704,3,people,get across,the street,/EN#253100/people,/EN#253102/scene,0
6338704,4,Several people,walking across,the street,/EN#253100/people,/EN#253102/scene,1
