ImageID,SentenceNo,Entity1,Relation,Entity2,Entity1ID,Entity2ID,Answer
100652400,2,hard hat,holds,a flag,/EN#198/clothing,/EN#201/other,0
100652400,4,a hard hat,holds,a flag,/EN#198/clothing,/EN#201/other,0
100652400,0,orange safety vest,stands in,an intersection,/EN#199/clothing,/EN#200/scene,0
100652400,1,a caution vest,is standing in,the street,/EN#199/clothing,/EN#200/scene,0
100652400,2,bright vest,on,a street corner,/EN#199/clothing,/EN#200/scene,0
100652400,4,a reflective vest,in,the road,/EN#199/clothing,/EN#200/scene,0
100652400,0,orange safety vest,while holding,a flag,/EN#199/clothing,/EN#201/other,0
100652400,1,a caution vest,waving,an orange flag,/EN#199/clothing,/EN#201/other,0
100652400,2,bright vest,holds,a flag,/EN#199/clothing,/EN#201/other,0
100652400,4,a reflective vest,holds,a flag,/EN#199/clothing,/EN#201/other,0
100652400,0,an intersection,while holding,a flag,/EN#200/scene,/EN#201/other,0
100652400,1,the street,waving,an orange flag,/EN#200/scene,/EN#201/other,1
100652400,3,the street,and holding,a red flag,/EN#200/scene,/EN#201/other,0
100652400,2,bright vest,and,hard hat,/EN#199/clothing,/EN#198/clothing,0
100652400,4,a reflective vest,and,a hard hat,/EN#199/clothing,/EN#198/clothing,0
100652400,2,a flag,on,a street corner,/EN#201/other,/EN#200/scene,1
100652400,4,a flag,in,the road,/EN#201/other,/EN#200/scene,1
101958970,0,A man,and,a little girl,/EN#597/people,/EN#596/people,0
101958970,1,A man,sitting with,his daughter,/EN#597/people,/EN#596/people,1
101958970,2,A man,with,a little girl,/EN#597/people,/EN#596/people,0
101958970,3,A man,with,his daughter,/EN#597/people,/EN#596/people,1
101958970,0,A man,happily posing in front of,their cart,/EN#597/people,/EN#597/vehicles,0
101958970,1,A man,in,his daughter &#39;s pink car,/EN#597/people,/EN#597/vehicles,0
101958970,2,A man,is sitting on,a pink cart,/EN#597/people,/EN#597/vehicles,1
101958970,0,A man,in,a supermarket,/EN#597/people,/EN#598/scene,0
101958970,1,A man,in,a grocery store,/EN#597/people,/EN#598/scene,0
101958970,2,A man,in,the grocery store,/EN#597/people,/EN#598/scene,0
101958970,0,a little girl,happily posing in front of,their cart,/EN#596/people,/EN#597/vehicles,1
101958970,1,his daughter,in,his daughter &#39;s pink car,/EN#596/people,/EN#597/vehicles,0
101958970,0,a little girl,in,a supermarket,/EN#596/people,/EN#598/scene,0
101958970,1,his daughter,in,a grocery store,/EN#596/people,/EN#598/scene,0
101958970,2,a little girl,in,the grocery store,/EN#596/people,/EN#598/scene,1
101958970,3,his daughter,in,a supermarket,/EN#596/people,/EN#598/scene,0
101958970,0,their cart,in,a supermarket,/EN#597/vehicles,/EN#598/scene,0
101958970,1,his daughter &#39;s pink car,in,a grocery store,/EN#597/vehicles,/EN#598/scene,0
101958970,2,a pink cart,in,the grocery store,/EN#597/vehicles,/EN#598/scene,0
102851549,1,a little boy,in,his chair,/EN#798/people,/EN#804/other,0
102851549,2,a child,sit in,chairs,/EN#798/people,/EN#804/other,0
102851549,2,a woman,and,a child,/EN#806/people,/EN#798/people,0
102851549,4,Two women,&#44;,boy,/EN#806/people,/EN#798/people,0
1073444492,0,A guy,sitting at,a desk,/EN#1759/people,/EN#1760/other,1
1073444492,2,A man,sits at,a desk,/EN#1759/people,/EN#1760/other,1
1073444492,0,A guy,talking on,a phone,/EN#1759/people,/EN#1761/other,0
1073444492,1,Man,talking on,a phone,/EN#1759/people,/EN#1761/other,1
1073444492,3,A man,on,the phone,/EN#1759/people,/EN#1761/other,1
1073444492,4,A man,is using,the telephone,/EN#1759/people,/EN#1761/other,0
1073444492,0,A guy,with,books,/EN#1759/people,/EN#1762/other,0
1073444492,1,Man,&#44; surrounded by,books,/EN#1759/people,/EN#1762/other,0
1073444492,2,A man,cluttered with,books,/EN#1759/people,/EN#1762/other,0
1073444492,3,A man,surrounded by,stacks of books,/EN#1759/people,/EN#1762/other,0
1073444492,0,a desk,with,books,/EN#1760/other,/EN#1762/other,0
1073444492,2,a desk,cluttered with,books,/EN#1760/other,/EN#1762/other,1
1073444492,0,a phone,with,books,/EN#1761/other,/EN#1762/other,1
1073444492,1,a phone,&#44; surrounded by,books,/EN#1761/other,/EN#1762/other,0
1073444492,3,the phone,surrounded by,stacks of books,/EN#1761/other,/EN#1762/other,1
1073444492,1,Man,in,an office,/EN#1759/people,/EN#1763/scene,0
1073444492,2,A man,in,room,/EN#1759/people,/EN#1763/scene,0
1073444492,4,A man,in,a cluttered office,/EN#1759/people,/EN#1763/scene,1
1077546505,0,A boy,in,blue swimming trunks,/EN#1845/people,/EN#1847/clothing,1
1077546505,3,A boy,in,blue shorts,/EN#1845/people,/EN#1847/clothing,1
1077546505,0,A boy,slides down,a yellow slide,/EN#1845/people,/EN#1849/scene,1
1077546505,1,A child,is falling off,a slide,/EN#1845/people,/EN#1849/scene,0
1077546505,2,A boy,sliding down,a slide,/EN#1845/people,/EN#1849/scene,1
1077546505,3,A boy,slides down,a slide,/EN#1845/people,/EN#1849/scene,0
1077546505,4,A boy,rides down,a slide,/EN#1845/people,/EN#1849/scene,0
1077546505,0,A boy,into,a wading pool,/EN#1845/people,/EN#1846/scene,0
1077546505,1,A child,floating on,a pool of water,/EN#1845/people,/EN#1846/scene,0
1077546505,2,A boy,into,a pool,/EN#1845/people,/EN#1846/scene,0
1077546505,4,A boy,into,a small backyard pool,/EN#1845/people,/EN#1846/scene,0
1077546505,0,A boy,with,inflatable toys,/EN#1845/people,/EN#1848/other,0
1077546505,1,A child,onto,colored balloons,/EN#1845/people,/EN#1848/other,0
1077546505,2,A boy,with,colorful tubes,/EN#1845/people,/EN#1848/other,0
1077546505,0,A boy,floating in,the water,/EN#1845/people,/EN#1846/scene,0
1077546505,0,blue swimming trunks,slides down,a yellow slide,/EN#1847/clothing,/EN#1849/scene,0
1077546505,3,blue shorts,slides down,a slide,/EN#1847/clothing,/EN#1849/scene,0
1077546505,0,blue swimming trunks,into,a wading pool,/EN#1847/clothing,/EN#1846/scene,0
1077546505,3,blue shorts,into,a pool,/EN#1847/clothing,/EN#1846/scene,0
1077546505,0,blue swimming trunks,floating in,the water,/EN#1847/clothing,/EN#1846/scene,0
1077546505,0,a yellow slide,into,a wading pool,/EN#1849/scene,/EN#1846/scene,0
1077546505,1,a slide,floating on,a pool of water,/EN#1849/scene,/EN#1846/scene,0
1077546505,2,a slide,into,a pool,/EN#1849/scene,/EN#1846/scene,1
1077546505,4,a slide,into,a small backyard pool,/EN#1849/scene,/EN#1846/scene,1
1077546505,0,a yellow slide,with,inflatable toys,/EN#1849/scene,/EN#1848/other,0
1077546505,1,a slide,onto,colored balloons,/EN#1849/scene,/EN#1848/other,1
1077546505,2,a slide,with,colorful tubes,/EN#1849/scene,/EN#1848/other,0
1077546505,0,a yellow slide,floating in,the water,/EN#1849/scene,/EN#1846/scene,0
1077546505,0,a wading pool,with,inflatable toys,/EN#1846/scene,/EN#1848/other,1
1077546505,2,a pool,with,colorful tubes,/EN#1846/scene,/EN#1848/other,1
1077546505,0,inflatable toys,floating in,the water,/EN#1848/other,/EN#1846/scene,1
1077546505,1,colored balloons,floating on,a pool of water,/EN#1848/other,/EN#1846/scene,1
1100214449,0,A boy,is jumping off,the side of a running stone water fountain,/EN#2525/people,/EN#2526/scene,1
1100214449,1,A boy,is jumping in front of,a water fountain,/EN#2525/people,/EN#2526/scene,0
1100214449,2,A little boy,is playfully jumping off,the side of a fountain,/EN#2525/people,/EN#2526/scene,0
1100214449,3,A happy boy,OD,city fountain,/EN#2525/people,/EN#2526/scene,0
1100214449,4,A little boy,is jumping in front of,a fountain,/EN#2525/people,/EN#2526/scene,0
110802332,0,a goal,being made by,the blue team,/EN#2813/other,/EN#2808/people,1
110802332,4,a goal,from,the opposing team,/EN#2813/other,/EN#2808/people,1
110802332,1,a hockey player,named &#34;,David,/EN#2809/people,/EN#2809/people,0
110802332,3,A hockey player,as,a defenceman,/EN#2809/people,/EN#2809/people,0
110802332,1,a hockey player,&#34; is trying to score against,the goalie,/EN#2809/people,/EN#2808/people,0
110802332,3,A hockey player,attempting to score against,a goalie,/EN#2809/people,/EN#2808/people,1
110802332,1,David,&#34; is trying to score against,the goalie,/EN#2809/people,/EN#2808/people,0
110820212,0,A man,in,a gray uniform,/EN#2820/people,/EN#2823/clothing,0
110820212,2,A man,in,a light green suit,/EN#2820/people,/EN#2823/clothing,1
110820212,1,A man,in,an old building,/EN#2820/people,/EN#2821/scene,1
110820212,2,A man,in,a factory,/EN#2820/people,/EN#2821/scene,0
110820212,3,A technician,to open,a huge safe,/EN#2820/people,/EN#2822/other,0
110820212,4,A professional glass maker,in,a gigantic oven,/EN#2820/people,/EN#2822/other,0
1121053156,0,a child,is maybe demonstrating how to do,something,/EN#3096/people,/EN#3101/other,0
1121053156,3,child,doing,maintenance,/EN#3096/people,/EN#3101/other,0
1121053156,0,a young adult,is maybe demonstrating how to do,something,/EN#3097/people,/EN#3101/other,1
1121053156,3,A man,doing,maintenance,/EN#3097/people,/EN#3101/other,0
1121053156,0,a young adult,to teach,the young child,/EN#3097/people,/EN#3096/people,0
1121053156,1,A man,and,a child,/EN#3097/people,/EN#3096/people,0
1121053156,3,A man,and,child,/EN#3097/people,/EN#3096/people,0
1121053156,4,A father,and,son,/EN#3097/people,/EN#3096/people,0
1121053156,0,the adult,is maybe demonstrating how to do,something,/EN#3097/people,/EN#3101/other,1
1121053156,0,the adult,to teach,the young child,/EN#3097/people,/EN#3096/people,0
1121053156,1,A man,pointing to,some machinery,/EN#3097/people,/EN#3099/other,0
1121053156,2,A man,stand next to,a blue and black tube,/EN#3097/people,/EN#3099/other,0
1121053156,3,A man,on,a ship,/EN#3097/people,/EN#3099/other,1
1121053156,1,a child,pointing to,some machinery,/EN#3096/people,/EN#3099/other,1
1121053156,2,a child,stand next to,a blue and black tube,/EN#3096/people,/EN#3099/other,0
1121053156,3,child,on,a ship,/EN#3096/people,/EN#3099/other,0
113032513,0,Blond child,&#44;,multicolored scarf,/EN#3339/people,/EN#3341/clothing,0
113032513,1,Little boy,wearing,a multicolored scarf,/EN#3339/people,/EN#3341/clothing,1
113032513,2,A younger boy,is wearing,a striped scarf,/EN#3339/people,/EN#3341/clothing,1
113032513,3,A child,and,scarf,/EN#3339/people,/EN#3341/clothing,0
113032513,0,Blond child,&#44; and,knit hat,/EN#3339/people,/EN#3340/clothing,0
113032513,1,Little boy,and,hat,/EN#3339/people,/EN#3340/clothing,0
113032513,2,A younger boy,and stocking,cap,/EN#3339/people,/EN#3340/clothing,0
113032513,3,A child,standing outside in,a matching cap,/EN#3339/people,/EN#3340/clothing,0
113032513,0,multicolored scarf,&#44; and,knit hat,/EN#3341/clothing,/EN#3340/clothing,0
113032513,1,a multicolored scarf,and,hat,/EN#3341/clothing,/EN#3340/clothing,0
113032513,2,a striped scarf,and stocking,cap,/EN#3341/clothing,/EN#3340/clothing,0
1131932671,0,The boy,is bouncing on,the bed,/EN#3418/people,/EN#3420/other,0
1131932671,1,A boy,jumps from,one bed,/EN#3418/people,/EN#3420/other,1
1131932671,2,A boy,jumped up from,the green bed,/EN#3418/people,/EN#3420/other,0
1131932671,3,A small child,is jumping on,a bed,/EN#3418/people,/EN#3420/other,0
1131932671,4,A boy,is jumping on,a bed,/EN#3418/people,/EN#3420/other,0
1147391743,1,A group of indigenous people,relaxing outside of,their hut,/EN#3836/people,/EN#3838/scene,1
1147391743,3,Multiple people,are sitting in,outside of a hut,/EN#3836/people,/EN#3838/scene,0
1147391743,2,Numerous people,near,a straw hut,/EN#3836/people,/EN#3837/scene,0
1147391743,4,Several African women,sit in front of,a hut,/EN#3836/people,/EN#3837/scene,0
1153704539,0,a young girl,wearing,a blue shirt,/EN#4032/people,/EN#4034/clothing,1
1153704539,1,Girl,wearing,blue shirt,/EN#4032/people,/EN#4034/clothing,1
1153704539,0,a young girl,marching in,a band,/EN#4032/people,/EN#4033/people,0
1153704539,3,A girl,in,a marching band,/EN#4032/people,/EN#4033/people,0
1153704539,4,Girl,in,a marching band,/EN#4032/people,/EN#4033/people,0
1153704539,0,a young girl,playing,a trumpet,/EN#4032/people,/EN#4035/instruments,0
1153704539,2,A teenager,plays,her trumpet,/EN#4032/people,/EN#4035/instruments,1
1153704539,3,A girl,playing,trumpet,/EN#4032/people,/EN#4035/instruments,1
1153704539,4,Girl,playing,the trumpet,/EN#4032/people,/EN#4035/instruments,1
1153704539,3,trumpet,in,a marching band,/EN#4035/instruments,/EN#4033/people,1
1153704539,4,the trumpet,in,a marching band,/EN#4035/instruments,/EN#4033/people,0
116569042,1,Two Rubbish men,standing on,they’re truck,/EN#4364/people,/EN#4365/vehicles,1
116569042,4,Two people,are on top of,the bed of a truck,/EN#4364/people,/EN#4365/vehicles,0
116569042,2,picture of a man,and,hard hat,/EN#4363/people,/EN#4366/clothing,0
116569042,3,A man,in,a white hat,/EN#4363/people,/EN#4366/clothing,1
1178705300,0,a brown dog,jumping into,a pool,/EN#4568/animals,/EN#4569/scene,1
1178705300,1,A tan colored dog,is jumping into,an outdoor pool,/EN#4568/animals,/EN#4569/scene,1
1178705300,2,A tan colored dog,leaps into,the inground pool,/EN#4568/animals,/EN#4569/scene,1
1178705300,3,A dog,above,the swimming pool,/EN#4568/animals,/EN#4569/scene,0
1178705300,4,A dog,jumps into,a backyard pool,/EN#4568/animals,/EN#4569/scene,0
1220027979,0,baby,&#44; sit in,an outdoor swing chair,/EN#5472/people,/EN#5475/other,0
1220027979,3,a baby,sitting on,a swing,/EN#5472/people,/EN#5475/other,1
1220027979,1,Two little boys,and,a baby girl,/EN#5474/people,/EN#5472/people,0
1220027979,3,Two young boys,and,a baby,/EN#5474/people,/EN#5472/people,0
1220027979,1,Two little boys,sit on,a striped seat outside,/EN#5474/people,/EN#5475/scene,0
1220027979,2,two young boys,on,a seat,/EN#5474/people,/EN#5475/scene,0
1220027979,1,a baby girl,sit on,a striped seat outside,/EN#5472/people,/EN#5475/scene,0
1220027979,2,A baby,on,a seat,/EN#5472/people,/EN#5475/scene,0
12252043,0,Four young Asian boys,stand around,a barbecue,/EN#5598/people,/EN#5600/other,0
12252043,1,Group of Asian boys,to cook over,barbecue,/EN#5598/people,/EN#5600/other,0
127332812,2,an old man,while sitting on,a pile of rocks,/EN#6868/people,/EN#6873/other,0
127332812,4,Old man,sits on,rocks,/EN#6868/people,/EN#6873/other,0
1277185009,0,A topless person,with,a backpack,/EN#7014/people,/EN#7015/clothing,1
1277185009,4,A shirtless man,with,a backpack,/EN#7014/people,/EN#7015/clothing,1
1277185009,0,A topless person,is shown against on,a pile of rocks,/EN#7014/people,/EN#7017/other,0
1277185009,2,A man,is walking on top of,lots of rocks,/EN#7014/people,/EN#7017/other,0
1277185009,1,A man,standing on,a rocky mountain,/EN#7014/people,/EN#7017/scene,0
1277185009,3,A shirtless man,is walking on,a rocky hill,/EN#7014/people,/EN#7017/scene,0
128396150,0,A bike riding couple,and,helmets,/EN#7233/people,/EN#7235/clothing,0
128396150,3,Women,in,bike helmets,/EN#7233/people,/EN#7235/clothing,1
128396150,0,A bike riding couple,to site on,a bench,/EN#7233/people,/EN#7236/other,0
128396150,2,Two people,rest on,a park bench,/EN#7233/people,/EN#7236/other,1
128396150,0,A bike riding couple,to talk and park,their bikes,/EN#7233/people,/EN#7237/vehicles,0
128396150,2,Two people,next to,their bikes,/EN#7233/people,/EN#7237/vehicles,0
128396150,0,a bench,to talk and park,their bikes,/EN#7236/other,/EN#7237/vehicles,0
128396150,1,a bench,if,their bikes,/EN#7236/other,/EN#7237/vehicles,0
128396150,2,a park bench,next to,their bikes,/EN#7236/other,/EN#7237/vehicles,0
128396150,1,Two bikers,are sitting and talking on,a bench,/EN#7238/people,/EN#7236/other,1
128396150,4,Two bikers,on,a bench,/EN#7238/people,/EN#7236/other,0
128912885,0,A white dog,attempting to catch,a red ball,/EN#7436/animals,/EN#7437/other,0
128912885,1,A white dog,plays with,a red ball,/EN#7436/animals,/EN#7437/other,0
128912885,2,A dog,jumps for,a red ball,/EN#7436/animals,/EN#7437/other,0
128912885,3,A white dog,jumping to catch,a red ball,/EN#7436/animals,/EN#7437/other,1
128912885,4,The dog,is playing with,a red ball,/EN#7436/animals,/EN#7437/other,0
1290571209,0,A little boy,is holding,a green and yellow sponge,/EN#7518/people,/EN#7520/other,1
1290571209,1,A young boy,holding,a sponge,/EN#7518/people,/EN#7520/other,0
1290571209,3,A young child,using,a sponge,/EN#7518/people,/EN#7520/other,1
1290571209,4,A child,is holding,a cleanser,/EN#7518/people,/EN#7520/other,0
1290571209,0,A little boy,while standing in front of,a stove,/EN#7518/people,/EN#7521/other,0
1290571209,1,A young boy,up to,a white oven door,/EN#7518/people,/EN#7521/other,0
1290571209,2,A young boy,scrubs,his oven clean,/EN#7518/people,/EN#7521/other,0
1290571209,3,A young child,on,the front of an oven,/EN#7518/people,/EN#7521/other,0
1290571209,4,A child,in front of,an oven,/EN#7518/people,/EN#7521/other,0
1290571209,0,a green and yellow sponge,while standing in front of,a stove,/EN#7520/other,/EN#7521/other,0
1290571209,1,a sponge,up to,a white oven door,/EN#7520/other,/EN#7521/other,0
1290571209,3,a sponge,on,the front of an oven,/EN#7520/other,/EN#7521/other,1
1290571209,4,a cleanser,in front of,an oven,/EN#7520/other,/EN#7521/other,0
1290571209,1,A young boy,in,a Hawaiian print shirt,/EN#7518/people,/EN#7519/clothing,1
1290571209,2,A young boy,wearing,a tropical shirt,/EN#7518/people,/EN#7519/clothing,1
1290571209,1,a Hawaiian print shirt,up to,a white oven door,/EN#7519/clothing,/EN#7521/other,0
1290571209,2,a tropical shirt,scrubs,his oven clean,/EN#7519/clothing,/EN#7521/other,0
1295747912,0,A woman,is staring outside to,a man,/EN#7666/people,/EN#7667/people,1
1295747912,1,A woman,and looks at,a man,/EN#7666/people,/EN#7667/people,0
1295747912,2,A woman,looking at,a stranger,/EN#7666/people,/EN#7667/people,1
1295747912,3,a female,as,a male,/EN#7666/people,/EN#7667/people,0
1295747912,4,Woman,at,a man,/EN#7666/people,/EN#7667/people,0
1295747912,1,A woman,through,a window,/EN#7666/people,/EN#7668/other,0
1295747912,3,a female,looking out,the window,/EN#7666/people,/EN#7668/other,1
1295747912,4,Woman,looking out,the window,/EN#7666/people,/EN#7668/other,1
1295747912,3,the window,as,a male,/EN#7668/other,/EN#7667/people,0
1295747912,4,the window,at,a man,/EN#7668/other,/EN#7667/people,0
1301140633,0,Blond child,with,dirty face,/EN#7897/people,/EN#7898/bodyparts,0
1301140633,1,A child,with,a dirty face,/EN#7897/people,/EN#7898/bodyparts,1
1301140633,2,a boy,on,his face,/EN#7897/people,/EN#7898/bodyparts,0
1301140633,3,The boy,and,a dirty face,/EN#7897/people,/EN#7898/bodyparts,0
1301140633,4,A boy,with,a dirty face,/EN#7897/people,/EN#7898/bodyparts,1
1301532463,1,Several people,are riding,a crowded train,/EN#7939/people,/EN#7943/vehicles/scene,0
1301532463,2,Commuters,on,a train,/EN#7939/people,/EN#7943/vehicles/scene,1
1301532463,4,People,on,a crowded train or bus,/EN#7939/people,/EN#7943/vehicles/scene,1
1301532463,2,Commuters,in,Asia,/EN#7939/people,/EN#7945/other,0
1301532463,4,People,in,Asia,/EN#7939/people,/EN#7945/other,0
1301532463,2,a train,in,Asia,/EN#7943/vehicles/scene,/EN#7945/other,1
1301532463,4,a crowded train or bus,in,Asia,/EN#7943/vehicles/scene,/EN#7945/other,1
1307635496,0,A small male child,running through,the grass,/EN#8207/people,/EN#8208/scene,1
1307635496,1,A boy,runs along,the grass,/EN#8207/people,/EN#8208/scene,0
1307635496,2,A young boy,is walking in,a grassy field,/EN#8207/people,/EN#8208/scene,0
1307635496,3,A smiling boy,runs through,the grass,/EN#8207/people,/EN#8208/scene,0
1307635496,4,A child,runs through,a field,/EN#8207/people,/EN#8208/scene,0
1308472581,0,Girls,with,a blue bucket,/EN#8226/people,/EN#8227/other,1
1308472581,1,The girl,with,the blue bucket,/EN#8226/people,/EN#8227/other,0
1308472581,2,A laughing girl,holding,a bucket,/EN#8226/people,/EN#8227/other,0
1308472581,3,A young girl,with,a blue bucket,/EN#8226/people,/EN#8227/other,0
1308472581,0,Girls,is playing and splashing in,the ocean water,/EN#8226/people,/EN#8229/scene,0
1308472581,2,A laughing girl,splashes in,the ocean,/EN#8226/people,/EN#8229/scene,0
1308472581,4,a boy,splashing in,water,/EN#8226/people,/EN#8229/scene,1
1308472581,0,a blue bucket,is playing and splashing in,the ocean water,/EN#8227/other,/EN#8229/scene,0
1308472581,2,a bucket,splashes in,the ocean,/EN#8227/other,/EN#8229/scene,0
1308472581,1,The girl,splashes beneath,the pier,/EN#8226/people,/EN#8228/scene,1
1308472581,3,A young girl,plays under,a pier,/EN#8226/people,/EN#8228/scene,1
1308472581,4,a boy,under,a dock,/EN#8226/people,/EN#8228/scene,1
1321949151,0,Two tired children,rest on,couches,/EN#8556/people,/EN#8557/other,1
1321949151,3,Two children,lie on,puffy benches,/EN#8556/people,/EN#8557/other,1
1321949151,4,Two children,are sitting on,a row of black couches,/EN#8556/people,/EN#8557/other,0
1321949151,0,Two tired children,at,an art museum,/EN#8556/people,/EN#8564/scene,0
1321949151,3,Two children,at,a museum,/EN#8556/people,/EN#8564/scene,0
1321949151,0,Two tired children,while,the adults,/EN#8556/people,/EN#8558/people,0
1321949151,3,Two children,while,four adults,/EN#8556/people,/EN#8558/people,0
1321949151,4,Two children,and,some adults,/EN#8556/people,/EN#8558/people,0
1321949151,0,couches,at,an art museum,/EN#8557/other,/EN#8564/scene,0
1321949151,3,puffy benches,at,a museum,/EN#8557/other,/EN#8564/scene,0
1321949151,0,couches,while,the adults,/EN#8557/other,/EN#8558/people,0
1321949151,2,a black bench,surrounded by,adults,/EN#8557/other,/EN#8558/people,1
1321949151,3,puffy benches,while,four adults,/EN#8557/other,/EN#8558/people,0
1321949151,0,an art museum,while,the adults,/EN#8564/scene,/EN#8558/people,0
1321949151,3,a museum,while,four adults,/EN#8564/scene,/EN#8558/people,0
1332722096,0,Two young ladies,in,green boots,/EN#8876/people,/EN#8877/clothing,1
1332722096,1,Two girls,in,bright green boots,/EN#8876/people,/EN#8877/clothing,1
1332722096,0,Two young ladies,are walking through,an urban area,/EN#8876/people,/EN#8882/scene,0
1332722096,2,Two girls,walking on,the sidewalk,/EN#8876/people,/EN#8882/scene,0
1332722096,0,Two young ladies,while,an older lady,/EN#8876/people,/EN#8878/people,0
1332722096,1,Two girls,and,a woman,/EN#8876/people,/EN#8878/people,0
1332722096,0,green boots,while,an older lady,/EN#8877/clothing,/EN#8878/people,0
1332722096,1,bright green boots,and,a woman,/EN#8877/clothing,/EN#8878/people,0
1332722096,3,Three women,standing on,a city street,/EN#8881/people,/EN#8882/scene,1
1332722096,4,Three women,walk down,the street,/EN#8881/people,/EN#8882/scene,0
1332823164,0,A woman,stands on,the beach,/EN#8921/people,/EN#8922/scene,1
1332823164,1,Woman,standing on,the shore of a beach,/EN#8921/people,/EN#8922/scene,0
1332823164,3,A girl,standing in,the ocean,/EN#8921/people,/EN#8922/scene,0
1332823164,4,a girl,walks in,the ocean,/EN#8921/people,/EN#8922/scene,0
1332823164,0,A woman,facing,the water,/EN#8921/people,/EN#8922/scene,0
1342766791,0,one small boy,climbing,a pole,/EN#9256/people,/EN#9255/other,1
1342766791,1,another boy,to climb,a green pole,/EN#9256/people,/EN#9255/other,0
1342766791,2,another little boy,up,the pole,/EN#9256/people,/EN#9255/other,0
1342766791,4,another boy,up,a pole,/EN#9256/people,/EN#9255/other,0
1342766791,1,One boy,is helping,another boy,/EN#9253/people,/EN#9256/people,1
1342766791,2,Little boy,pushing,another little boy,/EN#9253/people,/EN#9256/people,1
1342766791,4,A boy,pushing,another boy,/EN#9253/people,/EN#9256/people,1
1342766791,1,One boy,to climb,a green pole,/EN#9253/people,/EN#9255/other,0
1342766791,2,Little boy,up,the pole,/EN#9253/people,/EN#9255/other,0
1342766791,3,The boy,up,a pole,/EN#9253/people,/EN#9255/other,0
1342766791,4,A boy,up,a pole,/EN#9253/people,/EN#9255/other,0
134653574,0,Three women,are cooking,a meal,/EN#9351/people,/EN#9352/other,1
134653574,1,Three girls,while preparing,food,/EN#9351/people,/EN#9352/other,0
134653574,2,Three friendly woman,prepare,a feast,/EN#9351/people,/EN#9352/other,1
134653574,0,Three women,in,their kitchen,/EN#9351/people,/EN#9353/scene,0
134653574,1,Three girls,in,a messy kitchen,/EN#9351/people,/EN#9353/scene,0
134653574,3,Three women,in,the kitchen,/EN#9351/people,/EN#9353/scene,1
134653574,4,Three women,stand in,a kitchen,/EN#9351/people,/EN#9353/scene,0
134653574,0,a meal,in,their kitchen,/EN#9352/other,/EN#9353/scene,0
134653574,1,food,in,a messy kitchen,/EN#9352/other,/EN#9353/scene,0
1350811702,1,Young boy,casting,his fishing rod,/EN#9526/people,/EN#9531/other,0
1350811702,2,A young boy,casting,his fishing line,/EN#9526/people,/EN#9531/other,1
1350811702,2,A young boy,off,a pier,/EN#9526/people,/EN#9533/scene,0
1350811702,4,Children,fishing off,a bridge,/EN#9526/people,/EN#9533/scene,0
1356543628,0,Little girl,in,rural area,/EN#9789/people,/EN#9797/scene,1
1356543628,4,A girl,in,a forest,/EN#9789/people,/EN#9797/scene,1
1356543628,0,Little girl,and,stuffed animal,/EN#9789/people,/EN#9791/animals,0
1356543628,2,Young girl,and,a stuffed brown dog,/EN#9789/people,/EN#9791/animals,0
1356543628,1,A girl,carries,equipment,/EN#9789/people,/EN#9794/other,0
1356543628,2,Young girl,carrying,camping gear,/EN#9789/people,/EN#9794/other,1
1364148267,0,2 men,&#44;,one,/EN#10098/people,/EN#10099/other,0
1364148267,4,two men,outside,one,/EN#10098/people,/EN#10099/other,1
