ImageID,SentenceNo,Entity1,Relation,Entity2,Entity1ID,Entity2ID,Answer,NumberOfWorkers,WorkerAnswer,WorkerAccuracy
2853682342,1,a hill,in,a park,/EN#76917/scene,/EN#76916/scene,1,5,0-1-0-1-1,1.0-1.0-1.0-1.0-1.0
2853682342,3,a hill,in,a forested park,/EN#76917/scene,/EN#76916/scene,1,5,0-1-0-1-1,1.0-1.0-1.0-1.0-1.0
5131842202,0,a clown,in,the back of his tent,/EN#229562/people,/EN#229564/scene,1,5,0-1-1-1-0,1.0-1.0-1.0-1.0-0.6
5131842202,1,A clown,sits in front of,a tent,/EN#229562/people,/EN#229564/scene,1,5,0-1-1-1-1,1.0-1.0-1.0-1.0-0.6
5131842202,4,A smiling clown,by,his booth,/EN#229562/people,/EN#229564/scene,1,5,0-1-1-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,3,Two blonds,on,a busy walkway,/EN#211901/people,/EN#211903/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,0,Two blond girls,is holding,balloons,/EN#211901/people,/EN#211902/other,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-0.6
4859170265,1,Two blond females,holding,a bunch of multicolored balloons,/EN#211901/people,/EN#211902/other,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-0.6
4859170265,2,A blond woman,holds,a bouquet of balloons,/EN#211901/people,/EN#211902/other,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,0,a public space,is holding,balloons,/EN#211903/scene,/EN#211902/other,0,5,0-0-0-0-1,1.0-1.0-1.0-1.0-0.6
4859170265,1,public,holding,a bunch of multicolored balloons,/EN#211903/scene,/EN#211902/other,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-0.6
4859170265,0,one,is holding,balloons,/EN#211905/other,/EN#211902/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,1,one,holding,a bunch of multicolored balloons,/EN#211905/other,/EN#211902/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,0,the other,is holding,balloons,/EN#211906/other,/EN#211902/other,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-0.6
4859170265,1,Two blond females,handing out,fliers,/EN#211901/people,/EN#211904/people,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-0.6
4859170265,1,fliers,holding,a bunch of multicolored balloons,/EN#211904/people,/EN#211902/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4859170265,2,fliers,holds,a bouquet of balloons,/EN#211904/people,/EN#211902/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
2612125121,0,a middle-aged white man,is sitting and painting,a portrait of someone,/EN#61521/people,/EN#61533/people,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
2612125121,1,A man,&#44; is painting,the picture of a boy,/EN#61521/people,/EN#61533/people,1,5,1-0-1-1-1,1.0-1.0-1.0-1.0-1.0
2612125121,2,Several people,watching,a cartoonist,/EN#61522/people,/EN#61521/people,1,5,1-0-1-1-1,1.0-1.0-1.0-1.0-1.0
2612125121,3,A crowd,watches as,a woman,/EN#61522/people,/EN#61521/people,0,5,0-0-1-0-0,1.0-1.0-1.0-1.0-1.0
3134644844,0,A man,playing to,an ill little girl,/EN#95875/people,/EN#95876/people,1,5,1-0-1-1-1,1.0-1.0-1.0-1.0-1.0
3134644844,1,A man,for,a little girl,/EN#95875/people,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,2,A man,for,a child,/EN#95875/people,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,3,A man,for,a sick child,/EN#95875/people,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,4,A man,for,a girl,/EN#95875/people,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,0,A man,in,a hospital bed,/EN#95875/people,/EN#95879/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
3134644844,1,a guitar,for,a little girl,/EN#95875/instruments,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,2,the guitar,for,a child,/EN#95875/instruments,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,3,a guitar,for,a sick child,/EN#95875/instruments,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,4,guitar,for,a girl,/EN#95875/instruments,/EN#95876/people,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
3134644844,0,a guitar,in,a hospital bed,/EN#95875/instruments,/EN#95879/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
3134644844,2,the guitar,in,a hospital bed,/EN#95875/instruments,/EN#95879/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
3134644844,0,an ill little girl,in,a hospital bed,/EN#95876/people,/EN#95879/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
3134644844,1,A man,in,a hospital,/EN#95875/people,/EN#95878/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
3134644844,4,A man,in,the hospital,/EN#95875/people,/EN#95878/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
3134644844,1,a guitar,in,a hospital,/EN#95875/instruments,/EN#95878/scene,0,5,0-0-0-1-1,1.0-1.0-1.0-1.0-1.0
3134644844,4,guitar,in,the hospital,/EN#95875/instruments,/EN#95878/scene,0,5,0-0-0-1-1,1.0-1.0-1.0-1.0-1.0
316298162,0,A group of men,are walking down,a park sidewalk,/EN#97495/people,/EN#97496/scene,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-1.0
5086989679,1,A man,&#44; wearing,makeup,/EN#228529/people,/EN#228530/bodyparts,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-0.8
1246863003,0,Three chefs,&#44; are preparing,food,/EN#6218/people,/EN#6221/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1246863003,1,Three men,work quickly preparing,food,/EN#6218/people,/EN#6221/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1246863003,0,Three chefs,in,a crowded kitchen,/EN#6218/people,/EN#6220/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1246863003,3,Three men,in,a kitchen,/EN#6218/people,/EN#6220/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1246863003,4,Three men,are cooking in,a large kitchen,/EN#6218/people,/EN#6220/scene,1,5,1-1-1-1-0,1.0-1.0-1.0-1.0-1.0
1246863003,0,food,in,a crowded kitchen,/EN#6221/other,/EN#6220/scene,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-1.0
1246863003,3,food,in,a kitchen,/EN#6221/other,/EN#6220/scene,0,5,0-1-0-0-1,1.0-1.0-1.0-1.0-1.0
1246863003,1,Three men,in,the kitchen of an upper-class Chinese restaurant,/EN#6218/people,/EN#6219/scene,1,5,1-0-1-1-0,1.0-1.0-1.0-1.0-1.0
1246863003,2,Workers,prepare,the restaurant,/EN#6218/people,/EN#6219/scene,0,5,1-0-1-0-0,1.0-1.0-1.0-1.0-1.0
2193001254,0,A man,at,a table,/EN#33299/people,/EN#33303/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
2193001254,2,A man,while sitting at,a table,/EN#33299/people,/EN#33303/other,1,5,0-1-1-1-1,1.0-1.0-1.0-1.0-1.0
2193001254,1,A man,sits and drinks,a drink,/EN#33299/people,/EN#33307/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
2193001254,3,A man,takes,a drink,/EN#33299/people,/EN#33307/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4283472819,0,A man,against,the top corner of a building,/EN#161528/people,/EN#161529/scene,0,5,0-0-1-1-0,1.0-1.0-1.0-1.0-1.0
4283472819,1,A man,near,a brick building,/EN#161528/people,/EN#161529/scene,1,5,1-1-1-1-0,1.0-1.0-1.0-1.0-1.0
4283472819,2,A person,near,a brick building,/EN#161528/people,/EN#161530/scene,1,5,1-1-1-1-0,1.0-1.0-1.0-1.0-1.0
4283472819,2,skis,near,a brick building,/EN#161532/other,/EN#161530/scene,0,5,0-0-0-1-1,1.0-1.0-1.0-1.0-1.0
1117972841,0,A brown dog,is running in,the sand,/EN#3014/animals,/EN#3015/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1117972841,4,A dog,is standing in,the sand,/EN#3014/animals,/EN#3015/other,1,5,1-1-1-0-0,1.0-1.0-1.0-1.0-1.0
48614561,2,The baby,cries while reaching out to,another baby,/EN#212349/people,/EN#212349/people,1,5,1-0-1-1-1,0.8-1.0-1.0-1.0-1.0
48614561,4,A baby,cries while,another baby,/EN#212349/people,/EN#212349/people,0,5,0-0-0-1-0,0.8-1.0-1.0-1.0-1.0
6232601127,0,The skilled potter,spins on,the pedestal,/EN#250680/people,/EN#250684/other,1,5,1-1-1-1-0,1.0-1.0-1.0-0.6-1.0
6232601127,1,A man,on,his pottery wheel,/EN#250680/people,/EN#250684/other,0,5,1-0-0-1-0,1.0-1.0-1.0-0.6-1.0
6232601127,0,the large clay bowl,spins on,the pedestal,/EN#250683/other,/EN#250684/other,1,5,1-1-1-1-1,1.0-1.0-1.0-0.6-1.0
6232601127,2,a pot,on,a potter &#39;s wheel,/EN#250683/other,/EN#250684/other,1,5,1-1-1-1-1,1.0-1.0-1.0-0.6-1.0
269898428,1,A person,to,a toy animal,/EN#66835/people,/EN#66837/animals,0,5,0-1-0-0-0,1.0-1.0-1.0-1.0-1.0
269898428,2,A man,is spinning,a stuffed animal,/EN#66835/people,/EN#66837/animals,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
269898428,3,A young man,spins,a stuffed animal,/EN#66835/people,/EN#66837/animals,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
269898428,4,A man,drills,his stuffed animal,/EN#66835/people,/EN#66837/animals,0,5,0-0-0-1-1,1.0-1.0-1.0-1.0-1.0
269898428,0,A man,on,an electric screwdriver,/EN#66835/people,/EN#66836/other,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
269898428,2,A man,with,a screwdriver,/EN#66835/people,/EN#66836/other,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
269898428,3,A young man,around on,a drill,/EN#66835/people,/EN#66836/other,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
269898428,0,a stuffed animal,on,an electric screwdriver,/EN#66837/animals,/EN#66836/other,1,5,0-1-0-1-1,1.0-1.0-1.0-1.0-1.0
269898428,2,a stuffed animal,with,a screwdriver,/EN#66837/animals,/EN#66836/other,0,5,0-1-0-1-0,1.0-1.0-1.0-1.0-1.0
269898428,3,a stuffed animal,around on,a drill,/EN#66837/animals,/EN#66836/other,0,5,0-1-0-1-0,1.0-1.0-1.0-1.0-1.0
2113592981,1,An asian woman,in,a park,/EN#29478/people,/EN#29479/scene,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
2113592981,3,A girl,in,the middle of a city park,/EN#29478/people,/EN#29479/scene,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
1542970158,0,A man,stands on,scaffolding,/EN#15978/people,/EN#15979/other,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
1542970158,1,The man,stands on,the scaffolding,/EN#15978/people,/EN#15979/other,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
1542970158,2,A man,is standing on,red scaffolding,/EN#15978/people,/EN#15979/other,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
1542970158,3,Older male,standing on,scaffolding,/EN#15978/people,/EN#15979/other,1,5,1-0-1-1-1,0.8-1.0-1.0-1.0-1.0
1542970158,4,A man,is standing on,a builder,/EN#15978/people,/EN#15979/other,1,5,1-0-1-0-1,0.8-1.0-1.0-1.0-1.0
4743795506,2,A man,is standing at,a podium,/EN#197875/people,/EN#197877/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4743795506,3,The man,is speaking at,a podium,/EN#197875/people,/EN#197877/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4743795506,4,A man,is standing behind,a podium,/EN#197875/people,/EN#197877/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4743795506,0,A man,while,another man,/EN#197875/people,/EN#197876/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,1,A young man,while,another young man,/EN#197875/people,/EN#197876/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,0,a white t-shirt,stands at,a podium,/EN#197878/clothing,/EN#197877/scene,0,5,0-0-0-1-0,1.0-1.0-1.0-1.0-1.0
4743795506,1,a t-shirt,is speaking at,a podium,/EN#197878/clothing,/EN#197877/scene,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,3,the white T-shirt,is speaking at,a podium,/EN#197878/clothing,/EN#197877/scene,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,0,a white t-shirt,while,another man,/EN#197878/clothing,/EN#197876/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,1,a t-shirt,while,another young man,/EN#197878/clothing,/EN#197876/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,0,a podium,while,another man,/EN#197877/scene,/EN#197876/people,0,5,0-1-0-0-0,1.0-1.0-1.0-1.0-1.0
4743795506,1,a podium,while,another young man,/EN#197877/scene,/EN#197876/people,0,5,0-1-0-0-0,1.0-1.0-1.0-1.0-1.0
1313961775,0,A young girl,in,water,/EN#8366/people,/EN#8366/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1313961775,1,a young girl,floating in,a lake,/EN#8366/people,/EN#8366/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1313961775,2,The little girl,in,the water,/EN#8366/people,/EN#8366/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1313961775,0,A young girl,over,her life jacket,/EN#8366/people,/EN#8367/clothing,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
1313961775,3,a life vest,floats in,water,/EN#8367/clothing,/EN#8366/scene,0,5,1-0-0-1-0,1.0-1.0-1.0-1.0-1.0
4005756399,0,A vendor,&#44; selling,such kid-friendly items,/EN#151675/people,/EN#151679/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,1,A street vendor,with,lots of kids toys,/EN#151675/people,/EN#151679/other,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,0,A vendor,as,popular cartoon balloons,/EN#151675/people,/EN#151679/other,0,5,0-0-1-0-1,1.0-1.0-1.0-1.0-1.0
4005756399,0,A vendor,&#44; wheels,his stand,/EN#151675/people,/EN#151678/scene,1,5,1-1-1-0-1,1.0-1.0-1.0-1.0-1.0
4005756399,1,A street vendor,tends to,his stand,/EN#151675/people,/EN#151678/scene,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,0,A vendor,around in,the streets,/EN#151675/people,/EN#151676/scene,1,5,1-0-1-0-1,1.0-1.0-1.0-1.0-1.0
4005756399,3,A vendor,on,a busy street,/EN#151675/people,/EN#151676/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,4,Black man,in,the street,/EN#151675/people,/EN#151676/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,0,such kid-friendly items,around in,the streets,/EN#151679/other,/EN#151676/scene,0,5,0-0-1-0-1,1.0-1.0-1.0-1.0-1.0
4005756399,3,souvenirs,on,a busy street,/EN#151679/other,/EN#151676/scene,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-1.0
4005756399,3,trinkets,on,a busy street,/EN#151679/other,/EN#151676/scene,1,5,1-1-1-0-0,1.0-1.0-1.0-1.0-1.0
4005756399,4,various toys,in,the street,/EN#151679/other,/EN#151676/scene,1,5,1-1-1-1-0,1.0-1.0-1.0-1.0-1.0
4005756399,0,popular cartoon balloons,around in,the streets,/EN#151679/other,/EN#151676/scene,0,5,0-0-1-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,0,a little boy,walks along side,an adult,/EN#209860/people,/EN#209861/people,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4844409798,1,A little boy,while walking with,a man,/EN#209860/people,/EN#209861/people,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4844409798,4,A young boy,is walking next to,someone,/EN#209860/people,/EN#209861/people,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4844409798,0,a little boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0,5,1-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,1,A little boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0,5,1-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,4,A young boy,in,a red shirt,/EN#209860/people,/EN#209862/clothing,0,5,0-1-0-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,0,camouflage shorts,walks along side,an adult,/EN#209863/clothing,/EN#209861/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,3,gray short,waling with,his family,/EN#209863/clothing,/EN#209861/people,0,5,0-0-0-0-0,1.0-1.0-1.0-1.0-1.0
4844409798,1,a man,in,a red shirt,/EN#209861/people,/EN#209862/clothing,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4844409798,2,Man,in,red shirt,/EN#209861/people,/EN#209862/clothing,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
4970590451,1,A man,wearing,a bright &#44; multi-color helmet,/EN#224556/people,/EN#224557/clothing,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
4970590451,2,A motorcyclist,is sporting,a very colorful helmet,/EN#224556/people,/EN#224557/clothing,1,5,1-1-1-1-0,0.8-1.0-1.0-1.0-1.0
4970590451,3,A guy,is riding and has on,an interesting helmet,/EN#224556/people,/EN#224557/clothing,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
2536995789,4,Workmen,are working in,a stairwell,/EN#56185/people,/EN#56182/other,1,5,1-1-1-1-1,1.0-1.0-0.4-1.0-1.0
2230134548,1,a chef,preparing,food,/EN#35528/people,/EN#35531/other,1,5,1-1-1-1-1,1.0-1.0-0.8-1.0-1.0
2230134548,0,A chef,in,a kitchen,/EN#35528/people,/EN#35530/scene,1,5,1-1-1-1-0,1.0-1.0-0.8-1.0-1.0
2230134548,2,A man,in,a chef uniform,/EN#35528/people,/EN#35529/clothing,1,5,1-1-1-1-1,1.0-1.0-0.8-1.0-1.0
2230134548,4,A man,in,white clothing,/EN#35528/people,/EN#35529/clothing,1,5,1-1-1-1-1,1.0-1.0-0.8-1.0-1.0
1295719054,2,Four young boys,are running down,a sidewalk,/EN#7659/people,/EN#7660/scene,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
1295719054,3,Four boys,run down,a stone paved sidewalk,/EN#7659/people,/EN#7660/scene,1,5,1-0-1-1-1,1.0-1.0-1.0-1.0-1.0
407815946,0,The man,carries,ears of corn,/EN#154489/people,/EN#154491/other,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
407815946,3,A man,carries,corn,/EN#154489/people,/EN#154491/other,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
407815946,0,The man,while out in,the corn field,/EN#154489/people,/EN#154490/scene,1,5,0-1-1-1-0,0.8-1.0-1.0-1.0-1.0
407815946,1,A man,working in,a cornfield,/EN#154489/people,/EN#154490/scene,1,5,1-1-1-1-1,0.8-1.0-1.0-1.0-1.0
407815946,3,A man,through,a field,/EN#154489/people,/EN#154490/scene,1,5,1-0-1-1-1,0.8-1.0-1.0-1.0-1.0
407815946,0,ears of corn,while out in,the corn field,/EN#154491/other,/EN#154490/scene,0,5,0-0-1-0-0,0.8-1.0-1.0-1.0-1.0
407815946,3,corn,through,a field,/EN#154491/other,/EN#154490/scene,0,5,1-0-1-0-0,0.8-1.0-1.0-1.0-1.0
4726677489,1,Several individuals,are walking along,a street,/EN#195894/people,/EN#195895/scene,1,5,1-1-1-1-1,1.0-0.8-1.0-1.0-1.0
4726677489,2,A group of people,walking along,a street,/EN#195894/people,/EN#195895/scene,1,5,1-1-1-1-1,1.0-0.8-1.0-1.0-1.0
4726677489,3,people,are walking down,the street,/EN#195894/people,/EN#195895/scene,1,5,1-1-1-1-1,1.0-0.8-1.0-1.0-1.0
2431723485,1,a woman,riding on,a bike,/EN#49066/people,/EN#49067/vehicles,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
2431723485,2,A woman,by,some trees,/EN#49066/people,/EN#49069/other,1,5,1-1-0-1-0,1.0-1.0-1.0-1.0-1.0
2431723485,3,A mountain biker,rides in,the woods,/EN#49066/people,/EN#49069/other,1,5,1-1-0-1-1,1.0-1.0-1.0-1.0-1.0
2431723485,4,a biker,bikes through,the woods,/EN#49066/people,/EN#49069/other,1,5,1-1-0-1-0,1.0-1.0-1.0-1.0-1.0
4686568156,1,Man,in,black,/EN#190703/people,/EN#190705/clothing,1,5,1-1-1-1-1,1.0-1.0-1.0-1.0-1.0
